,subject,activitylabel,"angle(tBodyAccJerkMean),gravityMean)","angle(tBodyAccMean,gravity)","angle(tBodyGyroJerkMean,gravityMean)","angle(tBodyGyroMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)",fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-meanFreq()-X,fBodyAcc-meanFreq()-Y,fBodyAcc-meanFreq()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-meanFreq()-X,fBodyAccJerk-meanFreq()-Y,fBodyAccJerk-meanFreq()-Z,fBodyAccMag-mean(),fBodyAccMag-meanFreq(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-meanFreq(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-meanFreq(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-meanFreq(),fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-meanFreq()-X,fBodyGyro-meanFreq()-Y,fBodyGyro-meanFreq()-Z,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerkMag-mean(),tBodyAccMag-mean(),tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerkMag-mean(),tBodyGyroMag-mean(),tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAccMag-mean(),fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyAccMag-std(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroJerkMag-std(),fBodyBodyGyroMag-std(),fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyAccJerkMag-std(),tBodyAccMag-std(),tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyGyroJerkMag-std(),tBodyGyroMag-std(),tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tGravityAccMag-std()
88,15,WALKING,-0.5017290674,-0.498135927,-0.2437111244,0.0067371369,-0.3372276321,-0.0149942307,-0.3387220717,-0.8739403235,-0.4097451828,-0.0606839141,-0.7230511407,-0.3044631884,-0.9794743952,-0.7873991107,-0.8660359774,-0.7656154698,-0.9125894448,-0.7324168335,-0.9299815159,-0.4958697263,0.0757356735,-0.978397288,-0.9710565015,-0.9580587654,-0.9788764383,-0.9715528481,0.2856513545,0.6426365526,-0.3279612472,-0.7940474681,-0.5173983774,-0.9454875389,0.1791051266,0.0894134619,-0.049327968,-0.002204933,-0.1865146508,-0.3238783241,0.2776394152,-0.2128786397,-0.4129210861,-0.6233994107,-0.2210137748,0.5003408527,0.18676979,0.2237050497,-0.017080974,0.273899208,-0.3279618011,-0.1076218195,0.1389129237,-0.5189326348,-0.377019482,0.1248053895,0.0549546304,-0.0534220864,-0.47601725,-0.8434993252,-0.9239590428,0.2809768585,-0.7514934272,-0.6666666656,-0.7542394009,-0.7637407321,-0.6318538967,-0.647616983,-0.5425469204,-0.67745172,-0.38835309,-0.9854666511,-0.8608387213,-0.2533993603,-0.8991117841,-0.2514078811,0.8682951085,-0.9098090296,0.0376149794,-0.1455289993,0.2730558333,-0.1137148237,0.068500907,-0.0013830967,-0.0612427883,0.3784830935,-0.0776692755,0.2438823161
89,15,WALKING_DOWNSTAIRS,-0.3312242498,-0.3248259467,-0.1216863207,-0.1536141654,-0.5171768079,-0.1988869145,-0.2819437677,-0.7332721929,-0.0602033207,-0.0072286024,-0.4615991419,0.2540147807,-0.9473839836,-0.2883710937,-0.611929345,0.0146974444,-0.9134500876,-0.8467256302,-0.7437601787,-0.4219511689,0.0788822411,-0.9428064783,-0.9256858936,-0.93400831,-0.9441875217,-0.9257828912,0.2057569513,0.3359827045,-0.0346231408,-0.3479653286,-0.4692116314,-0.8076747717,0.1079122012,-0.0402274626,-0.2675615389,0.0430385938,0.3204493872,0.3532040081,0.2984060128,-0.2869136366,-0.3807120575,-0.5265082838,-0.1339483645,0.3394852017,0.0021826858,0.2350387367,-0.005630478,0.2801988512,0.4064710512,-0.1105260664,0.1865323774,-0.2819821817,0.345737933,-0.0212117496,0.1157216701,-0.0604635493,-0.8280869983,-0.8852554595,-0.9286614324,0.5487276136,-0.7450076767,-0.7031746007,-0.5019268084,-0.6632479996,-0.6902656879,-0.4554435785,-0.5717053362,-0.5406594321,-0.450297386,-0.9501981119,-0.6101096705,-0.2273595655,-0.8012056369,-0.4588388064,0.8186441105,-0.9558103481,0.1042723891,-0.2885251555,0.1961397368,-0.3897344865,0.2033548508,0.1496920709,-0.0346755728,0.2562062458,-0.048253208,0.1342783914
90,15,WALKING_UPSTARS,-0.4120201279,-0.5370509431,-0.201217274,-0.0908489175,-0.4482560164,0.2577844541,-0.4967745698,-0.7855766267,-0.1683485285,-0.3303914296,-0.7830045065,-0.0927952865,-0.9663678644,-0.6474978048,-0.7407812592,-0.5117504648,-0.9590552454,-0.239480589,-0.9561252294,-0.7348171021,0.0811803405,-0.9525623956,-0.9276488215,-0.9216184788,-0.9537836958,-0.9288338992,0.4948333648,0.7225365769,-0.3392096379,-0.6619893781,-0.7558748279,-0.964102219,0.1951038669,-0.0405662763,-0.1880925839,0.025958549,-0.0009713947,-0.1365522175,-0.0540622478,-0.2271434779,-0.2985043293,-0.6092742081,-0.040413801,0.1196770059,0.1852665889,0.1479165219,-0.0287523861,0.2701875958,-0.026097184,-0.1169524649,-0.0040653604,-0.3797174881,-0.1138839885,0.0400703714,0.1344782739,-0.0121143248,-0.7999326392,-0.921654191,-0.9679589527,0.2048146001,-0.775537631,-0.7680555538,-0.8141663952,-0.7022903642,-0.7612733608,-0.6551990415,-0.7870229013,-0.8509188663,-0.7342201621,-0.9843333004,-0.711144674,-0.3610968569,-0.9520632754,-0.0801913085,0.7831589215,-0.8283642385,0.1593435237,-0.057716365,0.0768049181,-0.3829865625,0.2396396182,-0.0370464666,-0.1547212893,0.44144932,-0.1444859865,0.2145579668
91,16,LAYING,-0.9653576976,-0.9442752106,-0.9517770996,0.2151362588,-0.0249095695,0.0152579646,-0.9955902499,-0.9971333181,-0.9860855137,-0.986215013,-0.9883489046,-0.986900581,-0.9999664474,-0.9998927489,-0.9998024816,-0.9990199123,-0.9997556859,-0.2534831326,-0.999322672,-0.9996618803,0.8938844686,-0.9637619779,-0.9660871039,-0.967886002,-0.9649818817,-0.9675404653,0.9881572257,0.9825262546,-0.988300087,-0.9998325323,-0.999643694,-0.9997023417,0.1916906279,0.3874767726,0.0587331112,0.0781688899,-0.9618346349,-0.9578959277,0.2051377784,0.047782496,-0.8619161891,-0.9461138899,0.1531606424,0.0924029789,-0.3217715953,-0.3483323908,-0.0166103511,0.2742271626,-0.9736914294,-0.1073104932,-0.9430611503,-0.9654902763,-0.9744370367,-0.0597088584,0.1280062643,-0.0574780118,-0.9997994701,-0.9997484763,-0.9997884526,-0.7974760808,-0.8506912449,-0.9838095237,-0.9884120591,-0.9935695254,-0.9887454816,-0.9995390414,-0.9998457093,-0.9996266277,-0.9996088704,-0.9999364736,-0.9997860129,-0.9758924074,-0.9995658356,0.3179382578,-0.9189655756,-0.6248028526,0.0398129811,0.0523987444,0.1018388476,-0.0666837853,-0.0174515116,0.0863763115,-0.1136750609,0.8251358051,-0.1022095722,0.101219581
92,16,SIITING,-0.9492931377,-0.941426418,-0.9464173825,-0.3547411264,-0.6308320508,-0.0676444345,-0.9931384594,-0.9867793277,-0.987329749,-0.9832307745,-0.9843624691,-0.9890673101,-0.999981108,-0.9999081468,-0.999730027,-0.9990445362,-0.9997577058,-0.4673276203,-0.9990974148,-0.9994165265,0.08926822,-0.9801582433,-0.968023207,-0.9458135615,-0.9804459867,-0.9688128941,0.9834569248,0.9765845628,-0.9876519351,-0.9998155828,-0.9993814796,-0.9993905867,0.1208333325,0.2636213235,-0.1803627996,-0.1328900023,-0.9618796807,-0.9410512361,0.1341133146,-0.015166807,-0.87929896,-0.9326161381,0.1640473651,0.0184441367,-0.5463719952,-0.4293639081,-0.010249794,0.2807685745,-0.9868256054,-0.0891404038,-0.9516078725,-0.9396722471,-0.9881322496,-0.0980848753,0.1462671189,-0.0840974026,-0.9997680713,-0.9997782178,-0.9998360678,-0.7748698611,-0.6811594204,-0.7516908209,-0.9847941371,-0.994218092,-0.9893121549,-0.9987698501,-0.999703618,-0.9995814793,-0.9991628881,-0.9998421559,-0.9997091083,-0.978632857,-0.9989514722,-0.3124607196,0.8457451693,-0.9806937799,0.1649279927,0.1896037335,0.2299334991,0.1327419486,-0.113441126,0.1587034169,-0.0574525433,0.8023925543,-0.095720452,0.2152981835
93,16,STANDING,-0.9720925079,-0.9844409647,-0.9725281782,-0.2017056499,-0.5430582725,-0.1996069705,-0.99700844,-0.9953444777,-0.9882722015,-0.9842364622,-0.9886579603,-0.9894661241,-0.9999715828,-0.9999309021,-0.9997538226,-0.9995613547,-0.9997421297,-0.4213903749,-0.9994284165,-0.9995129377,-0.1667374682,-0.9853596899,-0.9805524358,-0.9595628308,-0.9853780182,-0.9806692799,0.9846452269,0.9854334549,-0.9894059933,-0.9998449703,-0.9995205797,-0.9997248835,0.042782115,0.0434465613,-0.0847358842,0.1320146683,-0.9699488251,-0.9572944945,0.1471608639,0.0492929181,-0.8692943049,-0.9432640432,0.1136750681,0.0971346599,-0.3934357594,-0.3737995258,-0.0165999673,0.2834974029,-0.9890768118,-0.1036577291,-0.9602982677,-0.9534689617,-0.9900852745,-0.0937730851,0.1430827509,-0.0413738821,-0.9996991514,-0.9997699136,-0.9998181145,-0.7752016846,-0.8138957816,-0.9367521365,-0.988777274,-0.9936541332,-0.9887493481,-0.9995093263,-0.9996693221,-0.9995641691,-0.9995451636,-0.9999635776,-0.9997894263,-0.9731573517,-0.9996209405,-0.2304285151,0.8429548853,-0.9620357627,0.16275403,0.2531216428,0.1813149969,0.0728059479,-0.0835744052,0.1472892193,-0.068667733,0.8173608903,-0.1001073326,0.1928865654
94,16,WALKING,-0.6851834049,-0.6326948702,-0.4859319327,-0.156730902,-0.5204556296,-0.3425911144,-0.7588975459,-0.6367284106,-0.4204555588,-0.4336126578,-0.4566362825,-0.3139449071,-0.982059132,-0.8479750167,-0.7874986916,-0.8174076271,-0.9742601906,-0.6133568304,-0.8768779767,-0.815744532,-0.2173511943,-0.9824695955,-0.973784842,-0.9613872543,-0.9827852816,-0.9745514525,0.5662832698,0.2730371854,-0.3611503873,-0.8134431,-0.8274463827,-0.8351873194,-0.0533097024,0.1323742278,0.5088265616,0.0465538712,-0.2587666941,-0.4718092675,-0.0186075431,0.1044745696,-0.6034740927,-0.6906022345,-0.3785320387,0.3727878897,0.220010722,0.1635328766,-0.0204286929,0.2760235645,-0.4046925239,-0.1088040498,-0.3145697624,-0.1597997902,-0.4052119024,-0.1059580489,0.1259867174,-0.1281364394,-0.9355753543,-0.9681037743,-0.978357688,0.4685295592,-0.758380768,-0.7516339845,-0.4669619441,-0.7808646325,-0.7994770204,-0.8710682155,-0.8567955218,-0.8462182106,-0.8341361947,-0.9697483606,-0.7419970839,-0.5957464863,-0.7540827843,-0.0591973095,0.8022974333,-0.949902028,0.2276991751,0.0460027093,0.047288346,-0.1200748254,0.1246627257,-0.0369763632,-0.069595569,0.3989064424,-0.1109173483,0.1299732101
95,16,WALKING_DOWNSTAIRS,-0.4878105215,-0.4981387379,-0.3098204272,0.0027099429,-0.3203975693,-0.5369524349,-0.6263974011,-0.4719378215,-0.2378873509,-0.2815074069,-0.3640266959,-0.0393375815,-0.9594933904,-0.5444121304,-0.7548022987,-0.2450441476,-0.9574368902,-0.6516365504,-0.7938058123,-0.6963552974,-0.2253824964,-0.9577851181,-0.9554877936,-0.9105889432,-0.9587841113,-0.9561049698,0.4112226517,0.1804835105,-0.1645107036,-0.5860786732,-0.7183183304,-0.7456955079,-0.0658696576,0.0053521328,0.2476553862,0.0440638936,0.1910797936,0.1191837406,0.0548550605,-0.0926787918,-0.4544847798,-0.5848836974,-0.1305367547,0.0931207422,0.2178206143,0.2133257835,-0.0183898584,0.2955868022,0.2072519979,-0.1198737051,-0.1469938377,0.0114353945,0.1654101717,-0.3915331636,0.311252684,0.004284849,-0.9070132081,-0.9625759772,-0.9687958547,0.610119627,-0.759780367,-0.7035460977,-0.4638734003,-0.6874583674,-0.7200719162,-0.7319847757,-0.7905992638,-0.7283522313,-0.739175673,-0.9561759234,-0.798505493,-0.4208440086,-0.5620528498,-0.0766118466,0.7812400604,-0.9560002545,0.0881132687,-0.2573396617,0.0632756182,-0.4115204,0.3245628154,-0.1983616371,-0.0682647927,0.4195053649,-0.1039040445,0.2247927763
96,16,WALKING_UPSTARS,-0.5638445143,-0.3581784304,-0.308260568,0.18050696,-0.1130919706,-0.107913011,-0.6434955471,-0.6076081476,-0.5175946278,-0.4171270124,-0.6201235865,-0.4644756908,-0.99071804,-0.8843281973,-0.8999660122,-0.812224671,-0.9825136198,-0.408771411,-0.9172616141,-0.8014915947,-0.379059698,-0.9484135527,-0.9336574612,-0.9076495588,-0.9491093647,-0.9349723276,0.5577795696,0.4837920877,-0.4770656163,-0.8811984602,-0.8275347451,-0.9097830331,-0.063877878,0.0782167343,0.0020307165,0.0883422566,-0.2339903316,-0.3347950802,0.1232122072,-0.0173758647,-0.4089794781,-0.7073860343,-0.1984447496,0.0599107974,0.2166103862,0.221961044,-0.0143654945,0.2559861026,-0.3970838316,-0.1240745177,-0.1637327451,-0.1292838257,-0.4391071925,0.1177803222,0.0133065826,0.0242689251,-0.9354536829,-0.9707421996,-0.9874447745,0.3699075192,-0.8051865878,-0.8614379069,-0.6336138959,-0.8514548173,-0.8294085878,-0.7474767512,-0.8313694916,-0.9000096341,-0.8229944586,-0.9840842149,-0.9107147457,-0.5323997163,-0.8435840482,0.3968284919,0.55676289,-0.8893602296,0.2042422737,-0.1317467693,-0.0019975468,-0.4097253841,0.278891602,-0.1028165971,-0.048613679,0.3867235842,-0.1409082936,0.2159741856
97,17,LAYING,-0.9637559962,-0.9632771392,-0.9607331217,0.1085676145,-0.1547731492,-0.1249295137,-0.993274308,-0.9964986968,-0.9758659489,-0.9783439158,-0.9838541589,-0.9788237683,-0.9998858165,-0.9996240054,-0.9991798572,-0.9980679275,-0.9994357472,-0.2873902573,-0.9988789832,-0.9988939155,0.7226575021,-0.9610632224,-0.9614666813,-0.9571645652,-0.9613830431,-0.9620853894,0.9808397608,0.9778872899,-0.9814720576,-0.9993764924,-0.9989395294,-0.9994117624,0.1900818904,0.1074046329,0.0186079122,-0.0197203818,-0.9530214111,-0.9482579935,0.2654838875,0.0518735579,-0.8600979092,-0.9402560934,0.2742977518,-0.1794605283,-0.3836852499,-0.4416200416,-0.0168462007,0.2697800856,-0.9729605673,-0.1070062797,-0.9447928752,-0.9534767001,-0.97524074,-0.1324343001,0.1664538546,-0.2471793567,-0.9992622961,-0.999235989,-0.9994773285,-0.7404519931,-0.9091322126,-0.9859154928,-0.9839398035,-0.9912382506,-0.9869205703,-0.9987899228,-0.9993039808,-0.9989855054,-0.9987700431,-0.9996452363,-0.9989671272,-0.9719492111,-0.9988863375,0.5165493689,-0.9293501728,-0.088492958,0.2210715507,0.2096129868,0.208151111,-0.0274115476,-0.0007325374,0.1260132548,-0.0944580193,0.8212516801,-0.102049764,0.203744163
98,17,SIITING,-0.9781519023,-0.9509803486,-0.9671777444,-0.1899303088,-0.452427053,0.0213616747,-0.9962578808,-0.9968293872,-0.9920964948,-0.9899158111,-0.9908182483,-0.9927385488,-0.9999880464,-0.9999514298,-0.9998710897,-0.999906045,-0.9999063502,-0.4426499982,-0.9995125217,-0.9997944817,-0.1358038817,-0.990196617,-0.9667201059,-0.9566106441,-0.9903954745,-0.9670823839,0.9910074748,0.9879309491,-0.9932944683,-0.9999153367,-0.9997598092,-0.9997920503,0.1373125725,0.0074557328,-0.0287880644,0.0089140094,-0.9727473464,-0.9650651911,0.2449841555,-0.0506427256,-0.8870304044,-0.9480467998,0.2229814459,-0.0462849635,-0.6728736105,-0.4409482641,-0.0141562741,0.2773570197,-0.9944439053,-0.1136240851,-0.9618586298,-0.9657291958,-0.9951338469,-0.1620286052,0.2225677811,-0.1864106987,-0.99991123,-0.9998800523,-0.9999326263,-0.8103056523,-0.7258064512,-0.9604166667,-0.9906096209,-0.9953617273,-0.9888466939,-0.9996404289,-0.9998907544,-0.9998208444,-0.9996610755,-0.9999620359,-0.9998644586,-0.9884110677,-0.9996975755,-0.4204184938,0.85194142,-0.9860202536,0.1777231954,0.2136609571,0.2344022891,0.0636952349,-0.0690181574,0.09998,-0.0669245931,0.8162615138,-0.0942476969,0.2600230572
99,17,STANDING,-0.9812490003,-0.9829500076,-0.9781845765,-0.043252932,-0.3953788335,-0.0671905649,-0.9974149332,-0.9976627723,-0.990305369,-0.9882003495,-0.9914503777,-0.9906401629,-0.9999665291,-0.9999463644,-0.9996999746,-0.9997064188,-0.9996888092,-0.3582292777,-0.9994885719,-0.9996995035,-0.202687757,-0.9857513658,-0.975810476,-0.9691717622,-0.9860737047,-0.9764199071,0.9881992959,0.988060279,-0.9920100077,-0.9998151379,-0.9996547208,-0.9998122345,0.0553161167,-0.1090653313,-0.0317712445,-0.1540237014,-0.9776359814,-0.9753773099,0.1694336716,-0.0278278129,-0.8689534463,-0.9481029046,0.162165749,0.0524806279,-0.4263530774,-0.4525449825,-0.0174120064,0.2779425033,-0.9911639199,-0.1114321456,-0.9681766637,-0.9704626792,-0.9921102558,-0.1733974062,0.1978720983,-0.0676160115,-0.999678276,-0.9996234946,-0.9996946945,-0.8320147391,-0.8784119104,-0.9837606836,-0.9915959723,-0.994242654,-0.9890881483,-0.9996612036,-0.9998110181,-0.999716516,-0.9996977382,-0.9999554263,-0.9997645464,-0.9806962641,-0.9997401309,0.0917807149,0.7480280854,-0.8810502777,0.1754552808,0.214980555,0.2709985643,0.0878575975,-0.1113616886,0.1893064779,-0.0770632126,0.8207768915,-0.1012891687,0.1836232043
100,17,WALKING,-0.5822739244,-0.5875409536,-0.3350098369,0.0643687219,-0.234222863,-0.2913142691,-0.5113209021,-0.7203097823,-0.4167629428,-0.0470379378,-0.5438729962,-0.2474739587,-0.9881284356,-0.7997019803,-0.7939809175,-0.7597900339,-0.9194661923,-0.4825391391,-0.9078864256,-0.5109959869,-0.1902659496,-0.9809833516,-0.9686132026,-0.9569032482,-0.9814309038,-0.9693663644,0.2351745091,0.4375955623,-0.2896897141,-0.7868802966,-0.5807137307,-0.8851465825,-0.2873845353,0.0586680117,-0.0302577164,-0.1586717033,-0.1511514877,-0.4618378669,0.0377540918,0.0935798281,-0.503150499,-0.6261250972,-0.4779961523,0.3772593616,0.1778538714,0.262043262,-0.0184875403,0.2723418552,-0.319500173,-0.109792122,-0.0175797886,-0.2658244892,-0.3427688141,-0.3060858407,0.1139588092,-0.0468879787,-0.8748203762,-0.777671448,-0.9151776113,0.3969697592,-0.80645161,-0.7846994536,-0.5547145748,-0.8441028175,-0.7091888585,-0.7105307862,-0.772551793,-0.3427976716,-0.7679014626,-0.8953816197,-0.721439841,-0.4077167085,-0.8184796731,-0.1069709636,0.8074968234,-0.9270109769,0.2168161457,0.0427272876,0.0600451578,-0.0488507549,0.0374796039,-0.0198641808,-0.0839773344,0.3643385297,-0.1099592379,-0.024469909
101,17,WALKING_DOWNSTAIRS,-0.4258920854,-0.4943000689,-0.2326417633,-0.0515415296,-0.3896388972,-0.4156191784,-0.5404615915,-0.6737289302,-0.3132535492,-0.2989311449,-0.5730437111,-0.0186815457,-0.9713179793,-0.498998699,-0.7892043241,-0.2695157902,-0.945812495,-0.6230306969,-0.9104821772,-0.702415578,-0.160962986,-0.9500262422,-0.9465766757,-0.9010977665,-0.9504325539,-0.9478585148,0.4372368211,0.4264074064,-0.2268717642,-0.5867501554,-0.7449989543,-0.878545945,-0.1611979761,0.0011067711,0.0301062581,-0.3603079304,0.1489511035,0.0914076757,-0.0258384134,-0.3463610103,-0.367826389,-0.611854557,-0.2802008568,0.1995476162,0.3024574806,0.1416177222,-0.0167359404,0.2939182833,0.1877197603,-0.0892432745,-0.0607892037,-0.2310641566,0.1389699049,0.0169178163,-0.0340016162,0.0272541884,-0.894283752,-0.8906458641,-0.955286892,0.4497293491,-0.751753152,-0.7130434757,-0.6358272935,-0.7688112587,-0.7735262815,-0.5645898837,-0.8057768504,-0.7844889037,-0.7825462157,-0.924004077,-0.7831249776,-0.316412963,-0.7923730226,-0.2620811952,0.8096305061,-0.9469450437,0.0415794118,-0.1471907118,0.1091043387,-0.4830972646,0.3249025898,0.0082984869,-0.1235171959,0.4053831335,-0.1077700285,0.0087638396
102,17,WALKING_UPSTARS,-0.4953589327,-0.4075898757,-0.2351912491,-0.1636901544,-0.5135839647,-0.2097745547,-0.4999833317,-0.6826174485,-0.380027219,-0.3651142636,-0.6803257708,-0.2092478017,-0.9734671083,-0.6854209556,-0.873957381,-0.5460030527,-0.9474813448,-0.4766180241,-0.9464823985,-0.7557533952,-0.2981714642,-0.9494603723,-0.9159734663,-0.9301598435,-0.9506409723,-0.9162832919,0.4703743198,0.6098022477,-0.364288404,-0.7434015013,-0.7802011583,-0.9345203015,-0.1521383089,0.1936310873,0.0362778297,-0.3856375477,-0.0128062277,-0.1028777304,0.1064508969,-0.3822305277,-0.3989223557,-0.6351259946,-0.219965808,0.134766403,0.0155143915,0.2242343095,-0.0228645614,0.2526047686,-0.0629527541,-0.1212904421,-0.0131721014,-0.2302209542,-0.130291412,0.0149736251,0.127747591,-0.1106456131,-0.9074072683,-0.9250089965,-0.9560687692,0.2818484644,-0.7970430077,-0.799999999,-0.6966854452,-0.7764180417,-0.7449476913,-0.6104717921,-0.8563802285,-0.8119670488,-0.8459221913,-0.9617291258,-0.8609968715,-0.4162230183,-0.8767390315,0.3209825263,0.6210325038,-0.843077589,0.0608631819,-0.1277644544,0.1183611718,-0.4821702642,0.3618377903,-0.2034276486,-0.0548455941,0.2687196584,-0.1426553977,-0.0521266545
103,18,LAYING,-0.9833451931,-0.9865058115,-0.9807408468,-0.1530203013,-0.4292876191,-0.0598414324,-0.9997029034,-0.9996927803,-0.9844696051,-0.9862107012,-0.9907447529,-0.9839734534,-0.9999638977,-0.9999059418,-0.9996332775,-0.9997241398,-0.9999641838,-0.6185038138,-0.9995082966,-0.9997678471,0.6054953177,-0.9827159875,-0.9940935226,-0.9909572495,-0.9830893102,-0.9941707369,0.9891091638,0.9891753672,-0.9882120205,-0.9997733628,-0.9997384849,-0.9998027314,0.2440705025,-0.008640786,0.0128909114,-0.2052905563,-0.9864562415,-0.9864645426,0.2979749052,-0.3188021286,-0.879862134,-0.9485688645,0.2076281607,-0.0407165609,-0.5549691897,-0.3895191314,-0.0173937685,0.2746915769,-0.9845276492,-0.1076989279,-0.9861609209,-0.9876586623,-0.9856199138,-0.2424612934,0.268217528,-0.27403146,-0.9999643782,-0.9999681188,-0.9999703185,-0.8842571134,-0.7349875934,-0.7723076926,-0.9909752405,-0.9907756095,-0.9891530843,-0.9998795632,-0.9998686535,-0.9997004506,-0.9998594257,-0.9999396463,-0.999632038,-0.9924369277,-0.9997165711,0.3277561729,-0.9391950323,0.1236822905,0.1695856306,0.2509371962,0.2377271984,0.2499367606,-0.203673941,0.2817918485,-0.0837587308,0.8244207608,-0.0997154236,0.2678816712
104,18,SIITING,-0.9847139586,-0.9777332412,-0.9776349921,-0.3922918991,-0.6927073356,-0.1309625054,-0.9988290788,-0.998853507,-0.9903372505,-0.9856947444,-0.9901416763,-0.9896229047,-0.9999836195,-0.9999486647,-0.9998291935,-0.99994976,-0.9999204167,-0.5738379094,-0.9995559898,-0.9997148921,0.1618774179,-0.9940437714,-0.9840354795,-0.9783401832,-0.9941841491,-0.9846174626,0.9867651456,0.9861620112,-0.989998106,-0.999888016,-0.9996800882,-0.9997948026,0.100656763,-0.0282924829,-0.0527164512,0.058951151,-0.9836741518,-0.981595286,0.2070499832,0.003054804,-0.8839292111,-0.9493929696,0.1583302625,0.0323780848,-0.5999592361,-0.3841256659,-0.012869128,0.2772700188,-0.9943479886,-0.1119047758,-0.9749281311,-0.977572717,-0.994992113,-0.1983087271,0.2235814857,-0.1880592646,-0.9999276863,-0.9999255526,-0.9999429344,-0.8450618351,-0.730616865,-0.7859649116,-0.9906287279,-0.9956276367,-0.9878673832,-0.9995597189,-0.999846723,-0.9997374535,-0.9997971247,-0.999977293,-0.9998557784,-0.9899615004,-0.9996879091,-0.1393057575,0.7645083696,-0.9068150295,0.1908185456,0.249144689,0.2372576598,0.2039320056,-0.176537435,0.2043823069,-0.0685796341,0.8178053009,-0.0954723234,0.2474824706
105,18,STANDING,-0.9696209596,-0.9794500515,-0.9630067932,-0.0541045382,-0.3880131446,-0.1911787925,-0.9978734392,-0.9980931563,-0.9876258107,-0.9771790322,-0.989275839,-0.9879138147,-0.9999729395,-0.9999125158,-0.9997662718,-0.9999051521,-0.9998130075,-0.2366739393,-0.9994720612,-0.9993016407,-0.0485767107,-0.9942700752,-0.9813359419,-0.9760442914,-0.9944591988,-0.9817068379,0.9818474399,0.9863201252,-0.9861023786,-0.9998340633,-0.9993080963,-0.9997487503,0.231664099,0.0774238233,-0.1726339692,-0.2261544557,-0.9726074953,-0.9722855455,0.1874300491,-0.1240313252,-0.8588455541,-0.9442447058,0.2744848246,-0.0140102223,-0.234626589,-0.3306725583,-0.0166353518,0.2784588059,-0.9920197627,-0.1084533559,-0.9542234363,-0.9618739092,-0.9933704649,0.0050811747,0.1307893872,-0.0327586971,-0.9993761725,-0.9997887468,-0.9998701758,-0.7863446879,-0.60760053,-0.9242009132,-0.9898089249,-0.9935427884,-0.9865361475,-0.9989811,-0.999474131,-0.9995821767,-0.9993060008,-0.9999583544,-0.9997656238,-0.9644289264,-0.9996093541,-0.1859826004,0.8581595511,-0.9314268089,0.1598684313,0.2129237633,0.2900553053,-0.0253657426,-0.0260925685,0.1391843277,-0.0732260128,0.8108505089,-0.0987174025,0.2335990287
